"Rain","wet_season","soil_nutrient","lime_soil","soil_tilling","sali_tolerant_rice","water_color_management","shrimp_stocking_density","probability_of_rice_faliure","probability_of_shrimp_faliure"
"2","2","1","4","2","2","2","2","0.548886","0.356154"
"2","2","1","4","2","2","2","3","0.600797","0.561913"
"2","2","2","1","1","1","1","1","0.499459","0.236418"
"2","2","2","1","1","1","1","2","0.503501","0.395607"
"2","2","2","1","1","1","1","3","0.573389","0.56352"
"2","2","2","1","1","1","2","1","0.499459","0.234361"
"2","2","2","1","1","1","2","2","0.503501","0.393963"
"2","2","2","1","1","1","2","3","0.573389","0.577461"
"2","2","2","1","1","2","1","1","0.448337","0.236418"
"2","2","2","1","1","2","1","2","0.456326","0.395607"
"2","2","2","1","1","2","1","3","0.595764","0.56352"
"2","2","2","1","1","2","2","1","0.448337","0.234361"
"2","2","2","1","1","2","2","2","0.456326","0.393963"
"2","2","2","1","1","2","2","3","0.595764","0.577461"
"2","2","2","1","2","1","1","1","0.501096","0.236991"
"2","2","2","1","2","1","1","2","0.505759","0.394345"
"2","2","2","1","2","1","1","3","0.578038","0.56086"
"2","2","2","1","2","1","2","1","0.501096","0.235016"
"2","2","2","1","2","1","2","2","0.505759","0.39278"
"2","2","2","1","2","1","2","3","0.578038","0.575565"
"2","2","2","1","2","2","1","1","0.451172","0.236991"
"2","2","2","1","2","2","1","2","0.460227","0.394345"
"2","2","2","1","2","2","1","3","0.601689","0.56086"
"2","2","2","1","2","2","2","1","0.451172","0.235016"
"2","2","2","1","2","2","2","2","0.460227","0.39278"
"2","2","2","1","2","2","2","3","0.601689","0.575565"
"2","2","2","2","1","1","1","1","0.504391","0.238146"
"2","2","2","2","1","1","1","2","0.510219","0.391851"
"2","2","2","2","1","1","1","3","0.58493","0.556917"
"2","2","2","2","1","1","2","1","0.504391","0.236334"
"2","2","2","2","1","1","2","2","0.510219","0.390443"
"2","2","2","2","1","1","2","3","0.58493","0.572754"
"2","2","2","2","1","2","1","1","0.456878","0.238146"
"2","2","2","2","1","2","1","2","0.467931","0.391851"
"2","2","2","2","1","2","1","3","0.610475","0.556917"
"2","2","2","2","1","2","2","1","0.456878","0.236334"
"2","2","2","2","1","2","2","2","0.467931","0.390443"
"2","2","2","2","1","2","2","3","0.610475","0.572754"
"2","2","2","2","2","1","1","1","0.512986","0.241155"
"2","2","2","2","2","1","1","2","0.521484","0.385589"
"2","2","2","2","2","1","1","3","0.595451","0.551023"
"2","2","2","2","2","1","2","1","0.512986","0.239763"
"2","2","2","2","2","1","2","2","0.521484","0.38456"
"2","2","2","2","2","1","2","3","0.595451","0.568512"
"2","2","2","2","2","2","1","1","0.471662","0.241155"
"2","2","2","2","2","2","1","2","0.487135","0.385589"
"2","2","2","2","2","2","1","3","0.622838","0.551023"
"2","2","2","2","2","2","2","1","0.471662","0.239763"
"2","2","2","2","2","2","2","2","0.487135","0.38456"
"2","2","2","2","2","2","2","3","0.622838","0.568512"
"2","2","2","3","1","1","1","1","0.507715","0.239311"
"2","2","2","3","1","1","1","2","0.514607","0.389398"
"2","2","2","3","1","1","1","3","0.589795","0.554133"
"2","2","2","3","1","1","2","1","0.507715","0.237664"
"2","2","2","3","1","1","2","2","0.514607","0.388144"
"2","2","2","3","1","1","2","3","0.589795","0.57077"
"2","2","2","3","1","2","1","1","0.462635","0.239311"
"2","2","2","3","1","2","1","2","0.47551","0.389398"
"2","2","2","3","1","2","1","3","0.616676","0.554133"
"2","2","2","3","1","2","2","1","0.462635","0.237664"
"2","2","2","3","1","2","2","2","0.47551","0.388144"
"2","2","2","3","1","2","2","3","0.616676","0.57077"
"2","2","2","3","2","1","1","1","0.535143","0.249522"
"2","2","2","3","2","1","1","2","0.547311","0.370363"
"2","2","2","3","2","1","1","3","0.603155","0.546604"
"2","2","2","3","2","1","2","1","0.535143","0.248983"
"2","2","2","3","2","1","2","2","0.547311","0.369926"
"2","2","2","3","2","1","2","3","0.603155","0.565257"
"2","2","2","3","2","2","1","1","0.510628","0.249522"
"2","2","2","3","2","2","1","2","0.532057","0.370363"
"2","2","2","3","2","2","1","3","0.631898","0.546604"
"2","2","2","3","2","2","2","1","0.510628","0.248983"
"2","2","2","3","2","2","2","2","0.532057","0.369926"
"2","2","2","3","2","2","2","3","0.631898","0.565257"
"2","2","2","4","1","1","1","1","0.518976","0.243251"
"2","2","2","4","1","1","1","2","0.52892","0.381459"
"2","2","2","4","1","1","1","3","0.599566","0.548729"
"2","2","2","4","1","1","2","1","0.518976","0.242151"
"2","2","2","4","1","1","2","2","0.52892","0.380679"
"2","2","2","4","1","1","2","3","0.599566","0.566857"
"2","2","2","4","1","2","1","1","0.481953","0.243251"
"2","2","2","4","1","2","1","2","0.499784","0.381459"
"2","2","2","4","1","2","1","3","0.627577","0.548729"
"2","2","2","4","1","2","2","1","0.481953","0.242151"
"2","2","2","4","1","2","2","2","0.499784","0.380679"
"2","2","2","4","1","2","2","3","0.627577","0.566857"
"2","2","2","4","2","1","1","1","0.534868","0.24881"
"2","2","2","4","2","1","1","2","0.547236","0.371326"
"2","2","2","4","2","1","1","3","0.605772","0.545346"
"2","2","2","4","2","1","2","1","0.534868","0.248473"
"2","2","2","4","2","1","2","2","0.547236","0.371141"
"2","2","2","4","2","1","2","3","0.605772","0.56439"
"2","2","2","4","2","2","1","1","0.509133","0.24881"
"2","2","2","4","2","2","1","2","0.530669","0.371326"
"2","2","2","4","2","2","1","3","0.634083","0.545346"
"2","2","2","4","2","2","2","1","0.509133","0.248473"
"2","2","2","4","2","2","2","2","0.530669","0.371141"
"2","2","2","4","2","2","2","3","0.634083","0.56439"
"2","3","1","1","1","1","1","1","0.59891","0.22941"
"2","3","1","1","1","1","1","2","0.634622","0.383233"
"2","3","1","1","1","1","1","3","0.885082","0.419349"
"2","3","1","1","1","1","2","1","0.59891","0.246584"
"2","3","1","1","1","1","2","2","0.634622","0.404103"
"2","3","1","1","1","1","2","3","0.885082","0.480551"
"2","3","1","1","1","2","1","1","0.552585","0.22941"
"2","3","1","1","1","2","1","2","0.592775","0.383233"
"2","3","1","1","1","2","1","3","0.875242","0.419349"
"2","3","1","1","1","2","2","1","0.552585","0.246584"
"2","3","1","1","1","2","2","2","0.592775","0.404103"
"2","3","1","1","1","2","2","3","0.875242","0.480551"
"2","3","1","1","2","1","1","1","0.614918","0.229398"
"2","3","1","1","2","1","1","2","0.655564","0.379888"
"2","3","1","1","2","1","1","3","0.891808","0.416795"
"2","3","1","1","2","1","2","1","0.614918","0.24943"
"2","3","1","1","2","1","2","2","0.655564","0.404043"
"2","3","1","1","2","1","2","3","0.891808","0.479124"
"2","3","1","1","2","2","1","1","0.570754","0.229398"
"2","3","1","1","2","2","1","2","0.616515","0.379888"
"2","3","1","1","2","2","1","3","0.883093","0.416795"
"2","3","1","1","2","2","2","1","0.570754","0.24943"
"2","3","1","1","2","2","2","2","0.616515","0.404043"
"2","3","1","1","2","2","2","3","0.883093","0.479124"
"2","3","1","2","1","1","1","1","0.647829","0.229375"
"2","3","1","2","1","1","1","2","0.695401","0.373526"
"2","3","1","2","1","1","1","3","0.900017","0.413679"
"2","3","1","2","1","1","2","1","0.647829","0.255281"
"2","3","1","2","1","1","2","2","0.695401","0.403928"
"2","3","1","2","1","1","2","3","0.900017","0.477384"
"2","3","1","2","1","2","1","1","0.608108","0.229375"
"2","3","1","2","1","2","1","2","0.661673","0.373526"
"2","3","1","2","1","2","1","3","0.892674","0.413679"
"2","3","1","2","1","2","2","1","0.608108","0.255281"
"2","3","1","2","1","2","2","2","0.661673","0.403928"
"2","3","1","2","1","2","2","3","0.892674","0.477384"
"2","3","1","2","2","1","1","1","0.689333","0.229545"
"2","3","1","2","2","1","1","2","0.7424","0.365983"
"2","3","1","2","2","1","1","3","0.903242","0.411162"
"2","3","1","2","2","1","2","1","0.689333","0.262698"
"2","3","1","2","2","1","2","2","0.7424","0.403482"
"2","3","1","2","2","1","2","3","0.903242","0.475329"
"2","3","1","2","2","2","1","1","0.655086","0.229545"
"2","3","1","2","2","2","1","2","0.714717","0.365983"
"2","3","1","2","2","2","1","3","0.896077","0.411162"
"2","3","1","2","2","2","2","1","0.655086","0.262698"
"2","3","1","2","2","2","2","2","0.714717","0.403482"
"2","3","1","2","2","2","2","3","0.896077","0.475329"
"2","3","1","3","1","1","1","1","0.68199","0.229351"
"2","3","1","3","1","1","1","2","0.732722","0.367566"
"2","3","1","3","1","1","1","3","0.904839","0.411848"
"2","3","1","3","1","1","2","1","0.68199","0.261355"
"2","3","1","3","1","1","2","2","0.732722","0.403821"
"2","3","1","3","1","1","2","3","0.904839","0.476361"
"2","3","1","3","1","2","1","1","0.646882","0.229351"
"2","3","1","3","1","2","1","2","0.703979","0.367566"
"2","3","1","3","1","2","1","3","0.898302","0.411848"
"2","3","1","3","1","2","2","1","0.646882","0.261355"
"2","3","1","3","1","2","2","2","0.703979","0.403821"
"2","3","1","3","1","2","2","3","0.898302","0.476361"
"2","3","1","3","2","1","1","1","0.738329","0.230424"
"2","3","1","3","2","1","1","2","0.792941","0.357618"
"2","3","1","3","2","1","1","3","0.899693","0.409627"
"2","3","1","3","2","1","2","1","0.738329","0.271626"
"2","3","1","3","2","1","2","2","0.792941","0.402044"
"2","3","1","3","2","1","2","3","0.899693","0.473014"
"2","3","1","3","2","2","1","1","0.710205","0.230424"
"2","3","1","3","2","2","1","2","0.771232","0.357618"
"2","3","1","3","2","2","1","3","0.891129","0.409627"
"2","3","1","3","2","2","2","1","0.710205","0.271626"
"2","3","1","3","2","2","2","2","0.771232","0.402044"
"2","3","1","3","2","2","2","3","0.891129","0.473014"
"2","3","1","4","1","1","1","1","0.713326","0.229695"
"2","3","1","4","1","1","1","2","0.766881","0.362046"
"2","3","1","4","1","1","1","3","0.903874","0.410211"
"2","3","1","4","1","1","2","1","0.713326","0.266994"
"2","3","1","4","1","1","2","2","0.766881","0.403178"
"2","3","1","4","1","1","2","3","0.903874","0.474442"
"2","3","1","4","1","2","1","1","0.68221","0.229695"
"2","3","1","4","1","2","1","2","0.742295","0.362046"
"2","3","1","4","1","2","1","3","0.896616","0.410211"
"2","3","1","4","1","2","2","1","0.68221","0.266994"
"2","3","1","4","1","2","2","2","0.742295","0.403178"
"2","3","1","4","1","2","2","3","0.896616","0.474442"
"2","3","1","4","2","1","1","1","0.720188","0.230364"
"2","3","1","4","2","1","1","2","0.777918","0.360174"
"2","3","1","4","2","1","1","3","0.898853","0.409274"
"2","3","1","4","2","1","2","1","0.720188","0.268339"
"2","3","1","4","2","1","2","2","0.777918","0.402237"
"2","3","1","4","2","1","2","3","0.898853","0.472494"
"2","3","1","4","2","2","1","1","0.689559","0.230364"
"2","3","1","4","2","2","1","2","0.754127","0.360174"
"2","3","1","4","2","2","1","3","0.889963","0.409274"
"2","3","1","4","2","2","2","1","0.689559","0.268339"
"2","3","1","4","2","2","2","2","0.754127","0.402237"
"2","3","1","4","2","2","2","3","0.889963","0.472494"
"2","3","2","1","1","1","1","1","0.579702","0.228938"
"2","3","2","1","1","1","1","2","0.596116","0.389641"
"2","3","2","1","1","1","1","3","0.884964","0.432372"
"2","3","2","1","1","1","2","1","0.579702","0.243058"
"2","3","2","1","1","1","2","2","0.596116","0.405276"
"2","3","2","1","1","1","2","3","0.884964","0.494418"
"2","3","2","1","1","2","1","1","0.53105","0.228938"
"2","3","2","1","1","2","1","2","0.54974","0.389641"
"2","3","2","1","1","2","1","3","0.878736","0.432372"
"2","3","2","1","1","2","2","1","0.53105","0.243058"
"2","3","2","1","1","2","2","2","0.54974","0.405276"
"2","3","2","1","1","2","2","3","0.878736","0.494418"
"2","3","2","1","2","1","1","1","0.584415","0.228911"
"2","3","2","1","2","1","1","2","0.602573","0.388614"
"2","3","2","1","2","1","1","3","0.890391","0.429701"
"2","3","2","1","2","1","2","1","0.584415","0.243891"
"2","3","2","1","2","1","2","2","0.602573","0.405298"
"2","3","2","1","2","1","2","3","0.890391","0.492611"
"2","3","2","1","2","2","1","1","0.536415","0.228911"
"2","3","2","1","2","2","1","2","0.55709","0.388614"
"2","3","2","1","2","2","1","3","0.884898","0.429701"
"2","3","2","1","2","2","2","1","0.536415","0.243891"
"2","3","2","1","2","2","2","2","0.55709","0.405298"
"2","3","2","1","2","2","2","3","0.884898","0.492611"
"2","3","2","2","1","1","1","1","0.593898","0.228857"
"2","3","2","2","1","1","1","2","0.615337","0.386584"
"2","3","2","2","1","1","1","3","0.898558","0.42568"
"2","3","2","2","1","1","2","1","0.593898","0.245568"
"2","3","2","2","1","1","2","2","0.615337","0.40534"
"2","3","2","2","1","1","2","3","0.898558","0.48989"
"2","3","2","2","1","2","1","1","0.547209","0.228857"
"2","3","2","2","1","2","1","2","0.57162","0.386584"
"2","3","2","2","1","2","1","3","0.894173","0.42568"
"2","3","2","2","1","2","2","1","0.547209","0.245568"
"2","3","2","2","1","2","2","2","0.57162","0.40534"
"2","3","2","2","1","2","2","3","0.894173","0.48989"
"2","3","2","2","2","1","1","1","0.6185","0.228728"
"2","3","2","2","2","1","1","2","0.64736","0.381488"
"2","3","2","2","2","1","1","3","0.91041","0.419516"
"2","3","2","2","2","1","2","1","0.6185","0.249922"
"2","3","2","2","2","1","2","2","0.64736","0.405421"
"2","3","2","2","2","1","2","3","0.91041","0.485593"
"2","3","2","2","2","2","1","1","0.575205","0.228728"
"2","3","2","2","2","2","1","2","0.608054","0.381488"
"2","3","2","2","2","2","1","3","0.907538","0.419516"
"2","3","2","2","2","2","2","1","0.575205","0.249922"
"2","3","2","2","2","2","2","2","0.608054","0.405421"
"2","3","2","2","2","2","2","3","0.907538","0.485593"
"2","3","2","3","1","1","1","1","0.60346","0.228802"
"2","3","2","3","1","1","1","2","0.627907","0.384585"
"2","3","2","3","1","1","1","3","0.904413","0.422797"
"2","3","2","3","1","1","2","1","0.60346","0.24726"
"2","3","2","3","1","1","2","2","0.627907","0.405382"
"2","3","2","3","1","1","2","3","0.904413","0.48794"
"2","3","2","3","1","2","1","1","0.558093","0.228802"
"2","3","2","3","1","2","1","2","0.585929","0.384585"
"2","3","2","3","1","2","1","3","0.900821","0.422797"
"2","3","2","3","1","2","2","1","0.558093","0.24726"
"2","3","2","3","1","2","2","2","0.585929","0.405382"
"2","3","2","3","1","2","2","3","0.900821","0.48794"
"2","3","2","3","2","1","1","1","0.685733","0.228407"
"2","3","2","3","2","1","1","2","0.725852","0.368944"
"2","3","2","3","2","1","1","3","0.921855","0.413463"
"2","3","2","3","2","1","2","1","0.685733","0.261838"
"2","3","2","3","2","1","2","2","0.725852","0.405539"
"2","3","2","3","2","1","2","3","0.921855","0.481328"
"2","3","2","3","2","2","1","1","0.651722","0.228407"
"2","3","2","3","2","2","1","2","0.697355","0.368944"
"2","3","2","3","2","2","1","3","0.920417","0.413463"
"2","3","2","3","2","2","2","1","0.651722","0.261838"
"2","3","2","3","2","2","2","2","0.697355","0.405539"
"2","3","2","3","2","2","2","3","0.920417","0.481328"
"2","3","2","4","1","1","1","1","0.635607","0.22864"
"2","3","2","4","1","1","1","2","0.668521","0.37812"
"2","3","2","4","1","1","1","3","0.91505","0.41707"
"2","3","2","4","1","1","2","1","0.635607","0.252949"
"2","3","2","4","1","1","2","2","0.668521","0.405471"
"2","3","2","4","1","1","2","3","0.91505","0.483876"
"2","3","2","4","1","2","1","1","0.594671","0.22864"
"2","3","2","4","1","2","1","2","0.632126","0.37812"
"2","3","2","4","1","2","1","3","0.912763","0.41707"
"2","3","2","4","1","2","2","1","0.594671","0.252949"
"2","3","2","4","1","2","2","2","0.632126","0.405471"
"2","3","2","4","1","2","2","3","0.912763","0.483876"
"2","3","2","4","2","1","1","1","0.680768","0.228422"
"2","3","2","4","2","1","1","2","0.720518","0.369842"
"2","3","2","4","2","1","1","3","0.92158","0.413404"
"2","3","2","4","2","1","2","1","0.680768","0.260944"
"2","3","2","4","2","1","2","2","0.720518","0.405567"
"2","3","2","4","2","1","2","3","0.92158","0.481222"
"2","3","2","4","2","2","1","1","0.64605","0.228422"
"2","3","2","4","2","2","1","2","0.691259","0.369842"
"2","3","2","4","2","2","1","3","0.920052","0.413404"
"2","3","2","4","2","2","2","1","0.64605","0.260944"
"2","3","2","4","2","2","2","2","0.691259","0.405567"
"2","3","2","4","2","2","2","3","0.920052","0.481222"
"3","1","1","1","1","1","1","1","0.52992","0.229374"
"3","1","1","1","1","1","1","2","0.566161","0.395533"
"3","1","1","1","1","1","1","3","0.960713","0.367657"
"3","1","1","1","1","1","2","1","0.52992","0.234458"
"3","1","1","1","1","1","2","2","0.566161","0.406267"
"3","1","1","1","1","1","2","3","0.960713","0.441328"
"3","1","1","1","1","2","1","1","0.474646","0.229374"
"3","1","1","1","1","2","1","2","0.515147","0.395533"
"3","1","1","1","1","2","1","3","0.956093","0.367657"
"3","1","1","1","1","2","2","1","0.474645","0.234458"
"3","1","1","1","1","2","2","2","0.515147","0.406267"
"3","1","1","1","1","2","2","3","0.956093","0.441328"
"3","1","1","1","2","1","1","1","0.550675","0.228959"
"3","1","1","1","2","1","1","2","0.594639","0.392292"
"3","1","1","1","2","1","1","3","0.970627","0.362231"
"3","1","1","1","2","1","2","1","0.550675","0.237766"
"3","1","1","1","2","1","2","2","0.594639","0.407563"
"3","1","1","1","2","1","2","3","0.970627","0.437464"
"3","1","1","1","2","2","1","1","0.49784","0.228959"
"3","1","1","1","2","2","1","2","0.546974","0.392292"
"3","1","1","1","2","2","1","3","0.967173","0.362231"
"3","1","1","1","2","2","2","1","0.49784","0.237766"
"3","1","1","1","2","2","2","2","0.546974","0.407563"
"3","1","1","1","2","2","2","3","0.967173","0.437464"
"3","1","1","2","1","1","1","1","0.593175","0.22811"
"3","1","1","2","1","1","1","2","0.649135","0.386089"
"3","1","1","2","1","1","1","3","0.981608","0.356221"
"3","1","1","2","1","1","2","1","0.593175","0.24454"
"3","1","1","2","1","1","2","2","0.649135","0.410043"
"3","1","1","2","1","1","2","3","0.981608","0.433182"
"3","1","1","2","1","2","1","1","0.545338","0.22811"
"3","1","1","2","1","2","1","2","0.607878","0.386089"
"3","1","1","2","1","2","1","3","0.979446","0.356221"
"3","1","1","2","1","2","2","1","0.545338","0.24454"
"3","1","1","2","1","2","2","2","0.607878","0.410043"
"3","1","1","2","1","2","2","3","0.979446","0.433182"
"3","1","1","2","2","1","1","1","0.647516","0.227023"
"3","1","1","2","2","1","1","2","0.713038","0.378816"
"3","1","1","2","2","1","1","3","0.988688","0.352346"
"3","1","1","2","2","1","2","1","0.647516","0.253202"
"3","1","1","2","2","1","2","2","0.713038","0.412952"
"3","1","1","2","2","1","2","3","0.988688","0.430423"
"3","1","1","2","2","2","1","1","0.606068","0.227023"
"3","1","1","2","2","2","1","2","0.679295","0.378816"
"3","1","1","2","2","2","1","3","0.987358","0.352346"
"3","1","1","2","2","2","2","1","0.606068","0.253202"
"3","1","1","2","2","2","2","2","0.679295","0.412952"
"3","1","1","2","2","2","2","3","0.987358","0.430423"
"3","1","1","3","1","1","1","1","0.637049","0.227232"
"3","1","1","3","1","1","1","2","0.700579","0.380234"
"3","1","1","3","1","1","1","3","0.987555","0.352966"
"3","1","1","3","1","1","2","1","0.637049","0.251533"
"3","1","1","3","1","1","2","2","0.700579","0.412385"
"3","1","1","3","1","1","2","3","0.987555","0.430864"
"3","1","1","3","1","2","1","1","0.594371","0.227232"
"3","1","1","3","1","2","1","2","0.665372","0.380234"
"3","1","1","3","1","2","1","3","0.986091","0.352966"
"3","1","1","3","1","2","2","1","0.594371","0.251533"
"3","1","1","3","1","2","2","2","0.665372","0.412385"
"3","1","1","3","1","2","2","3","0.986091","0.430864"
"3","1","1","3","2","1","1","1","0.705992","0.225854"
"3","1","1","3","2","1","1","2","0.776134","0.371635"
"3","1","1","3","2","1","1","3","0.992975","0.35"
"3","1","1","3","2","1","2","1","0.705992","0.262522"
"3","1","1","3","2","1","2","2","0.776134","0.415823"
"3","1","1","3","2","1","2","3","0.992975","0.428751"
"3","1","1","3","2","2","1","1","0.671421","0.225854"
"3","1","1","3","2","2","1","2","0.749811","0.371635"
"3","1","1","3","2","2","1","3","0.992149","0.35"
"3","1","1","3","2","2","2","1","0.671421","0.262522"
"3","1","1","3","2","2","2","2","0.749811","0.415823"
"3","1","1","3","2","2","2","3","0.992149","0.428751"
"3","1","1","4","1","1","1","1","0.678783","0.226398"
"3","1","1","4","1","1","1","2","0.746838","0.374969"
"3","1","1","4","1","1","1","3","0.991185","0.35098"
"3","1","1","4","1","1","2","1","0.678783","0.258186"
"3","1","1","4","1","1","2","2","0.746838","0.41449"
"3","1","1","4","1","1","2","3","0.991185","0.429449"
"3","1","1","4","1","2","1","1","0.641013","0.226398"
"3","1","1","4","1","2","1","2","0.71707","0.374969"
"3","1","1","4","1","2","1","3","0.990148","0.35098"
"3","1","1","4","1","2","2","1","0.641013","0.258186"
"3","1","1","4","1","2","2","2","0.71707","0.41449"
"3","1","1","4","1","2","2","3","0.990148","0.429449"
"3","1","1","4","2","1","1","1","0.690392","0.226166"
"3","1","1","4","2","1","1","2","0.760826","0.373377"
"3","1","1","4","2","1","1","3","0.992129","0.350463"
"3","1","1","4","2","1","2","1","0.690392","0.260036"
"3","1","1","4","2","1","2","2","0.760826","0.415127"
"3","1","1","4","2","1","2","3","0.992129","0.429081"
"3","1","1","4","2","2","1","1","0.653987","0.226166"
"3","1","1","4","2","2","1","2","0.732702","0.373377"
"3","1","1","4","2","2","1","3","0.991204","0.350463"
"3","1","1","4","2","2","2","1","0.653986","0.260036"
"3","1","1","4","2","2","2","2","0.732703","0.415127"
"3","1","1","4","2","2","2","3","0.991204","0.429081"
"3","1","2","1","1","1","1","1","0.470926","0.230554"
"3","1","2","1","1","1","1","2","0.474437","0.405973"
"3","1","2","1","1","1","1","3","0.730664","0.49356"
"3","1","2","1","1","1","2","1","0.470926","0.225055"
"3","1","2","1","1","1","2","2","0.474437","0.402092"
"3","1","2","1","1","1","2","3","0.730664","0.531011"
"3","1","2","1","1","2","1","1","0.408714","0.230554"
"3","1","2","1","1","2","1","2","0.412639","0.405973"
"3","1","2","1","1","2","1","3","0.698994","0.49356"
"3","1","2","1","1","2","2","1","0.408714","0.225055"
"3","1","2","1","1","2","2","2","0.412639","0.402092"
"3","1","2","1","1","2","2","3","0.698994","0.531011"
"3","1","2","1","2","1","1","1","0.470926","0.230554"
"3","1","2","1","2","1","1","2","0.474437","0.405973"
"3","1","2","1","2","1","1","3","0.730664","0.49356"
"3","1","2","1","2","1","2","1","0.470926","0.225055"
"3","1","2","1","2","1","2","2","0.474437","0.402092"
"3","1","2","1","2","1","2","3","0.730664","0.531011"
"3","1","2","1","2","2","1","1","0.408714","0.230554"
"3","1","2","1","2","2","1","2","0.412639","0.405973"
"3","1","2","1","2","2","1","3","0.698994","0.49356"
"3","1","2","1","2","2","2","1","0.408714","0.225055"
"3","1","2","1","2","2","2","2","0.412639","0.402092"
"3","1","2","1","2","2","2","3","0.698994","0.531011"
"3","1","2","2","1","1","1","1","0.470926","0.230554"
"3","1","2","2","1","1","1","2","0.474437","0.405973"
"3","1","2","2","1","1","1","3","0.730664","0.49356"
"3","1","2","2","1","1","2","1","0.470926","0.225055"
"3","1","2","2","1","1","2","2","0.474437","0.402092"
"3","1","2","2","1","1","2","3","0.730664","0.531011"
"3","1","2","2","1","2","1","1","0.408714","0.230554"
"3","1","2","2","1","2","1","2","0.412639","0.405973"
"3","1","2","2","1","2","1","3","0.698994","0.49356"
"3","1","2","2","1","2","2","1","0.408714","0.225055"
"3","1","2","2","1","2","2","2","0.412639","0.402092"
"3","1","2","2","1","2","2","3","0.698994","0.531011"
"3","1","2","2","2","1","1","1","0.476093","0.230451"
"3","1","2","2","2","1","1","2","0.482159","0.405094"
"3","1","2","2","2","1","1","3","0.805273","0.452728"
"3","1","2","2","2","1","2","1","0.476093","0.225879"
"3","1","2","2","2","1","2","2","0.482159","0.402443"
"3","1","2","2","2","1","2","3","0.805273","0.501925"
"3","1","2","2","2","2","1","1","0.414489","0.230451"
"3","1","2","2","2","2","1","2","0.421268","0.405094"
"3","1","2","2","2","2","1","3","0.782375","0.452728"
"3","1","2","2","2","2","2","1","0.414489","0.225879"
"3","1","2","2","2","2","2","2","0.421268","0.402443"
