"Rain","wet_season","soil_nutrient","lime_soil","soil_tilling","sali_tolerant_rice","water_color_management","shrimp_stocking_density","probability_of_rice_faliure","probability_of_shrimp_faliure"
"3","1","2","2","2","2","2","3","0.782375","0.501925"
"3","1","2","3","1","1","1","1","0.470926","0.230554"
"3","1","2","3","1","1","1","2","0.474437","0.405973"
"3","1","2","3","1","1","1","3","0.730664","0.49356"
"3","1","2","3","1","1","2","1","0.470926","0.225055"
"3","1","2","3","1","1","2","2","0.474437","0.402092"
"3","1","2","3","1","1","2","3","0.730664","0.531011"
"3","1","2","3","1","2","1","1","0.408714","0.230554"
"3","1","2","3","1","2","1","2","0.412639","0.405973"
"3","1","2","3","1","2","1","3","0.698994","0.49356"
"3","1","2","3","1","2","2","1","0.408714","0.225055"
"3","1","2","3","1","2","2","2","0.412639","0.402092"
"3","1","2","3","1","2","2","3","0.698994","0.531011"
"3","1","2","3","2","1","1","1","0.496938","0.230034"
"3","1","2","3","2","1","1","2","0.512539","0.401636"
"3","1","2","3","2","1","1","3","0.910476","0.395151"
"3","1","2","3","2","1","2","1","0.496938","0.229201"
"3","1","2","3","2","1","2","2","0.512539","0.403826"
"3","1","2","3","2","1","2","3","0.910476","0.460913"
"3","1","2","3","2","2","1","1","0.437785","0.230034"
"3","1","2","3","2","2","1","2","0.45522","0.401636"
"3","1","2","3","2","2","1","3","0.899949","0.395151"
"3","1","2","3","2","2","2","1","0.437785","0.229201"
"3","1","2","3","2","2","2","2","0.45522","0.403826"
"3","1","2","3","2","2","2","3","0.899949","0.460913"
"3","1","2","4","1","1","1","1","0.48024","0.230368"
"3","1","2","4","1","1","1","2","0.488299","0.404395"
"3","1","2","4","1","1","1","3","0.841202","0.433064"
"3","1","2","4","1","1","2","1","0.48024","0.22654"
"3","1","2","4","1","1","2","2","0.488299","0.402723"
"3","1","2","4","1","1","2","3","0.841202","0.487918"
"3","1","2","4","1","2","1","1","0.419124","0.230368"
"3","1","2","4","1","2","1","2","0.42813","0.404395"
"3","1","2","4","1","2","1","3","0.82253","0.433064"
"3","1","2","4","1","2","2","1","0.419124","0.22654"
"3","1","2","4","1","2","2","2","0.42813","0.402723"
"3","1","2","4","1","2","2","3","0.82253","0.487918"
"3","1","2","4","2","1","1","1","0.496938","0.230034"
"3","1","2","4","2","1","1","2","0.512539","0.401636"
"3","1","2","4","2","1","1","3","0.910476","0.395151"
"3","1","2","4","2","1","2","1","0.496938","0.229201"
"3","1","2","4","2","1","2","2","0.512539","0.403826"
"3","1","2","4","2","1","2","3","0.910476","0.460913"
"3","1","2","4","2","2","1","1","0.437785","0.230034"
"3","1","2","4","2","2","1","2","0.45522","0.401636"
"3","1","2","4","2","2","1","3","0.899949","0.395151"
"3","1","2","4","2","2","2","1","0.437785","0.229201"
"3","1","2","4","2","2","2","2","0.45522","0.403826"
"3","1","2","4","2","2","2","3","0.899949","0.460913"
"3","2","1","1","1","1","1","1","0.52992","0.23276"
"3","2","1","1","1","1","1","2","0.566161","0.398399"
"3","2","1","1","1","1","1","3","0.960713","0.370866"
"3","2","1","1","1","1","2","1","0.52992","0.237844"
"3","2","1","1","1","1","2","2","0.566161","0.409132"
"3","2","1","1","1","1","2","3","0.960713","0.444538"
"3","2","1","1","1","2","1","1","0.474645","0.23276"
"3","2","1","1","1","2","1","2","0.515147","0.398399"
"3","2","1","1","1","2","1","3","0.956093","0.370866"
"3","2","1","1","1","2","2","1","0.474645","0.237844"
"3","2","1","1","1","2","2","2","0.515147","0.409132"
"3","2","1","1","1","2","2","3","0.956093","0.444538"
"3","2","1","1","2","1","1","1","0.550675","0.232352"
"3","2","1","1","2","1","1","2","0.594639","0.395185"
"3","2","1","1","2","1","1","3","0.970627","0.365459"
"3","2","1","1","2","1","2","1","0.550675","0.241159"
"3","2","1","1","2","1","2","2","0.594639","0.410456"
"3","2","1","1","2","1","2","3","0.970627","0.440691"
"3","2","1","1","2","2","1","1","0.49784","0.232352"
"3","2","1","1","2","2","1","2","0.546974","0.395185"
"3","2","1","1","2","2","1","3","0.967173","0.365459"
"3","2","1","1","2","2","2","1","0.49784","0.241159"
"3","2","1","1","2","2","2","2","0.546974","0.410456"
"3","2","1","1","2","2","2","3","0.967173","0.440691"
"3","2","1","2","1","1","1","1","0.593175","0.231515"
"3","2","1","2","1","1","1","2","0.649135","0.389035"
"3","2","1","2","1","1","1","3","0.981608","0.359469"
"3","2","1","2","1","1","2","1","0.593175","0.247946"
"3","2","1","2","1","1","2","2","0.649135","0.412989"
"3","2","1","2","1","1","2","3","0.981608","0.436431"
"3","2","1","2","1","2","1","1","0.545338","0.231515"
"3","2","1","2","1","2","1","2","0.607878","0.389035"
"3","2","1","2","1","2","1","3","0.979446","0.359469"
"3","2","1","2","1","2","2","1","0.545338","0.247946"
"3","2","1","2","1","2","2","2","0.607878","0.412989"
"3","2","1","2","1","2","2","3","0.979446","0.436431"
"3","2","1","2","2","1","1","1","0.647516","0.230446"
"3","2","1","2","2","1","1","2","0.713038","0.381823"
"3","2","1","2","2","1","1","3","0.988688","0.355608"
"3","2","1","2","2","1","2","1","0.647516","0.256625"
"3","2","1","2","2","1","2","2","0.713038","0.415959"
"3","2","1","2","2","1","2","3","0.988688","0.433685"
"3","2","1","2","2","2","1","1","0.606068","0.230446"
"3","2","1","2","2","2","1","2","0.679295","0.381823"
"3","2","1","2","2","2","1","3","0.987358","0.355608"
"3","2","1","2","2","2","2","1","0.606068","0.256625"
"3","2","1","2","2","2","2","2","0.679295","0.415959"
"3","2","1","2","2","2","2","3","0.987358","0.433685"
"3","2","1","3","1","1","1","1","0.637049","0.230652"
"3","2","1","3","1","1","1","2","0.700579","0.383229"
"3","2","1","3","1","1","1","3","0.987555","0.356226"
"3","2","1","3","1","1","2","1","0.637049","0.254953"
"3","2","1","3","1","1","2","2","0.700579","0.41538"
"3","2","1","3","1","1","2","3","0.987555","0.434124"
"3","2","1","3","1","2","1","1","0.594371","0.230652"
"3","2","1","3","1","2","1","2","0.665372","0.383229"
"3","2","1","3","1","2","1","3","0.986091","0.356226"
"3","2","1","3","1","2","2","1","0.594371","0.254953"
"3","2","1","3","1","2","2","2","0.665372","0.41538"
"3","2","1","3","1","2","2","3","0.986091","0.434124"
"3","2","1","3","2","1","1","1","0.705992","0.229295"
"3","2","1","3","2","1","1","2","0.776134","0.374703"
"3","2","1","3","2","1","1","3","0.992975","0.35327"
"3","2","1","3","2","1","2","1","0.705992","0.265964"
"3","2","1","3","2","1","2","2","0.776134","0.418891"
"3","2","1","3","2","1","2","3","0.992975","0.432022"
"3","2","1","3","2","2","1","1","0.671421","0.229295"
"3","2","1","3","2","2","1","2","0.749811","0.374703"
"3","2","1","3","2","2","1","3","0.992149","0.35327"
"3","2","1","3","2","2","2","1","0.671421","0.265964"
"3","2","1","3","2","2","2","2","0.749811","0.418891"
"3","2","1","3","2","2","2","3","0.992149","0.432022"
"3","2","1","4","1","1","1","1","0.678783","0.229831"
"3","2","1","4","1","1","1","2","0.746838","0.378009"
"3","2","1","4","1","1","1","3","0.991185","0.354247"
"3","2","1","4","1","1","2","1","0.678783","0.261618"
"3","2","1","4","1","1","2","2","0.746838","0.41753"
"3","2","1","4","1","1","2","3","0.991185","0.432716"
"3","2","1","4","1","2","1","1","0.641013","0.229831"
"3","2","1","4","1","2","1","2","0.71707","0.378009"
"3","2","1","4","1","2","1","3","0.990148","0.354247"
"3","2","1","4","1","2","2","1","0.641013","0.261618"
"3","2","1","4","1","2","2","2","0.71707","0.41753"
"3","2","1","4","1","2","2","3","0.990148","0.432716"
"3","2","1","4","2","1","1","1","0.690392","0.229602"
"3","2","1","4","2","1","1","2","0.760826","0.37643"
"3","2","1","4","2","1","1","3","0.992129","0.353732"
"3","2","1","4","2","1","2","1","0.690392","0.263472"
"3","2","1","4","2","1","2","2","0.760826","0.41818"
"3","2","1","4","2","1","2","3","0.992129","0.43235"
"3","2","1","4","2","2","1","1","0.653987","0.229602"
"3","2","1","4","2","2","1","2","0.732703","0.37643"
"3","2","1","4","2","2","1","3","0.991204","0.353732"
"3","2","1","4","2","2","2","1","0.653987","0.263472"
"3","2","1","4","2","2","2","2","0.732702","0.41818"
"3","2","1","4","2","2","2","3","0.991204","0.43235"
"3","2","2","1","1","1","1","1","0.470926","0.233921"
"3","2","2","1","1","1","1","2","0.474437","0.40875"
"3","2","2","1","1","1","1","3","0.730664","0.496331"
"3","2","2","1","1","1","2","1","0.470926","0.228422"
"3","2","2","1","1","1","2","2","0.474437","0.404869"
"3","2","2","1","1","1","2","3","0.730664","0.533781"
"3","2","2","1","1","2","1","1","0.408714","0.233921"
"3","2","2","1","1","2","1","2","0.412639","0.40875"
"3","2","2","1","1","2","1","3","0.698994","0.496331"
"3","2","2","1","1","2","2","1","0.408714","0.228422"
"3","2","2","1","1","2","2","2","0.412639","0.404869"
"3","2","2","1","1","2","2","3","0.698994","0.533781"
"3","2","2","1","2","1","1","1","0.470926","0.233921"
"3","2","2","1","2","1","1","2","0.474437","0.40875"
"3","2","2","1","2","1","1","3","0.730664","0.496331"
"3","2","2","1","2","1","2","1","0.470926","0.228422"
"3","2","2","1","2","1","2","2","0.474437","0.404869"
"3","2","2","1","2","1","2","3","0.730664","0.533781"
"3","2","2","1","2","2","1","1","0.408714","0.233921"
"3","2","2","1","2","2","1","2","0.412639","0.40875"
"3","2","2","1","2","2","1","3","0.698994","0.496331"
"3","2","2","1","2","2","2","1","0.408714","0.228422"
"3","2","2","1","2","2","2","2","0.412639","0.404869"
"3","2","2","1","2","2","2","3","0.698994","0.533781"
"3","2","2","2","1","1","1","1","0.470926","0.233921"
"3","2","2","2","1","1","1","2","0.474437","0.40875"
"3","2","2","2","1","1","1","3","0.730664","0.496331"
"3","2","2","2","1","1","2","1","0.470926","0.228422"
"3","2","2","2","1","1","2","2","0.474437","0.404869"
"3","2","2","2","1","1","2","3","0.730664","0.533781"
"3","2","2","2","1","2","1","1","0.408714","0.233921"
"3","2","2","2","1","2","1","2","0.412639","0.40875"
"3","2","2","2","1","2","1","3","0.698994","0.496331"
"3","2","2","2","1","2","2","1","0.408714","0.228422"
"3","2","2","2","1","2","2","2","0.412639","0.404869"
"3","2","2","2","1","2","2","3","0.698994","0.533781"
"3","2","2","2","2","1","1","1","0.476093","0.233819"
"3","2","2","2","2","1","1","2","0.482159","0.407878"
"3","2","2","2","2","1","1","3","0.805273","0.45564"
"3","2","2","2","2","1","2","1","0.476093","0.229248"
"3","2","2","2","2","1","2","2","0.482159","0.405228"
"3","2","2","2","2","1","2","3","0.805273","0.504838"
"3","2","2","2","2","2","1","1","0.414489","0.233819"
"3","2","2","2","2","2","1","2","0.421268","0.407878"
"3","2","2","2","2","2","1","3","0.782376","0.45564"
"3","2","2","2","2","2","2","1","0.414489","0.229248"
"3","2","2","2","2","2","2","2","0.421268","0.405228"
"3","2","2","2","2","2","2","3","0.782376","0.504838"
"3","2","2","3","1","1","1","1","0.470926","0.233921"
"3","2","2","3","1","1","1","2","0.474437","0.40875"
"3","2","2","3","1","1","1","3","0.730664","0.496331"
"3","2","2","3","1","1","2","1","0.470926","0.228422"
"3","2","2","3","1","1","2","2","0.474437","0.404869"
"3","2","2","3","1","1","2","3","0.730664","0.533781"
"3","2","2","3","1","2","1","1","0.408714","0.233921"
"3","2","2","3","1","2","1","2","0.412639","0.40875"
"3","2","2","3","1","2","1","3","0.698994","0.496331"
"3","2","2","3","1","2","2","1","0.408714","0.228422"
"3","2","2","3","1","2","2","2","0.412639","0.404869"
"3","2","2","3","1","2","2","3","0.698994","0.533781"
"3","2","2","3","2","1","1","1","0.496938","0.233409"
"3","2","2","3","2","1","1","2","0.512539","0.40445"
"3","2","2","3","2","1","1","3","0.910476","0.398264"
"3","2","2","3","2","1","2","1","0.496938","0.232576"
"3","2","2","3","2","1","2","2","0.512539","0.40664"
"3","2","2","3","2","1","2","3","0.910476","0.464026"
"3","2","2","3","2","2","1","1","0.437785","0.233409"
"3","2","2","3","2","2","1","2","0.45522","0.40445"
"3","2","2","3","2","2","1","3","0.899949","0.398264"
"3","2","2","3","2","2","2","1","0.437785","0.232577"
"3","2","2","3","2","2","2","2","0.45522","0.40664"
"3","2","2","3","2","2","2","3","0.899949","0.464026"
"3","2","2","4","1","1","1","1","0.48024","0.233738"
"3","2","2","4","1","1","1","2","0.488299","0.407186"
"3","2","2","4","1","1","1","3","0.841202","0.436045"
"3","2","2","4","1","1","2","1","0.48024","0.22991"
"3","2","2","4","1","1","2","2","0.488299","0.405513"
"3","2","2","4","1","1","2","3","0.841202","0.4909"
"3","2","2","4","1","2","1","1","0.419124","0.233738"
"3","2","2","4","1","2","1","2","0.42813","0.407186"
"3","2","2","4","1","2","1","3","0.82253","0.436045"
"3","2","2","4","1","2","2","1","0.419124","0.22991"
"3","2","2","4","1","2","2","2","0.42813","0.405513"
"3","2","2","4","1","2","2","3","0.82253","0.4909"
"3","2","2","4","2","1","1","1","0.496938","0.233409"
"3","2","2","4","2","1","1","2","0.512539","0.40445"
"3","2","2","4","2","1","1","3","0.910476","0.398264"
"3","2","2","4","2","1","2","1","0.496938","0.232577"
"3","2","2","4","2","1","2","2","0.512539","0.40664"
"3","2","2","4","2","1","2","3","0.910476","0.464026"
"3","2","2","4","2","2","1","1","0.437785","0.233409"
"3","2","2","4","2","2","1","2","0.45522","0.40445"
"3","2","2","4","2","2","1","3","0.899949","0.398264"
"3","2","2","4","2","2","2","1","0.437785","0.232577"
"3","2","2","4","2","2","2","2","0.45522","0.40664"
"3","2","2","4","2","2","2","3","0.899949","0.464026"
"3","3","1","1","1","1","1","1","0.570602","0.227469"
"3","3","1","1","1","1","1","2","0.599211","0.387959"
"3","3","1","1","1","1","1","3","0.912736","0.404412"
"3","3","1","1","1","1","2","1","0.570602","0.239852"
"3","3","1","1","1","1","2","2","0.599211","0.403864"
"3","3","1","1","1","1","2","3","0.912736","0.470479"
"3","3","1","1","1","2","1","1","0.520724","0.227469"
"3","3","1","1","1","2","1","2","0.552944","0.387959"
"3","3","1","1","1","2","1","3","0.906375","0.404412"
"3","3","1","1","1","2","2","1","0.520724","0.239852"
"3","3","1","1","1","2","2","2","0.552944","0.403864"
"3","3","1","1","1","2","2","3","0.906375","0.470479"
"3","3","1","1","2","1","1","1","0.587328","0.227314"
"3","3","1","1","2","1","1","2","0.622048","0.384688"
"3","3","1","1","2","1","1","3","0.921024","0.400353"
"3","3","1","1","2","1","2","1","0.587328","0.242706"
"3","3","1","1","2","1","2","2","0.622048","0.404221"
"3","3","1","1","2","1","2","3","0.921024","0.467739"
"3","3","1","1","2","2","1","1","0.539617","0.227314"
"3","3","1","1","2","2","1","2","0.578722","0.384688"
"3","3","1","1","2","2","1","3","0.915786","0.400353"
"3","3","1","1","2","2","2","1","0.539617","0.242706"
"3","3","1","1","2","2","2","2","0.578722","0.404221"
"3","3","1","1","2","2","2","3","0.915786","0.467739"
"3","3","1","2","1","1","1","1","0.621578","0.226998"
"3","3","1","2","1","1","1","2","0.66575","0.378428"
"3","3","1","2","1","1","1","3","0.930205","0.395858"
"3","3","1","2","1","1","2","1","0.621578","0.248551"
"3","3","1","2","1","1","2","2","0.66575","0.404904"
"3","3","1","2","1","1","2","3","0.930205","0.464705"
"3","3","1","2","1","2","1","1","0.578305","0.226998"
"3","3","1","2","1","2","1","2","0.62805","0.378428"
"3","3","1","2","1","2","1","3","0.92621","0.395858"
"3","3","1","2","1","2","2","1","0.578305","0.248551"
"3","3","1","2","1","2","2","2","0.62805","0.404904"
"3","3","1","2","1","2","2","3","0.92621","0.464704"
"3","3","1","2","2","1","1","1","0.665268","0.226618"
"3","3","1","2","2","1","1","2","0.716785","0.371115"
"3","3","1","2","2","1","1","3","0.935604","0.392928"
"3","3","1","2","2","1","2","1","0.665268","0.25601"
"3","3","1","2","2","1","2","2","0.716785","0.405662"
"3","3","1","2","2","1","2","3","0.935604","0.462615"
"3","3","1","2","2","2","1","1","0.627638","0.226618"
"3","3","1","2","2","2","1","2","0.685623","0.371115"
"3","3","1","2","2","2","1","3","0.932258","0.392928"
"3","3","1","2","2","2","2","1","0.627638","0.25601"
"3","3","1","2","2","2","2","2","0.685623","0.405662"
"3","3","1","2","2","2","2","3","0.932258","0.462615"
"3","3","1","3","1","1","1","1","0.656936","0.226672"
"3","3","1","3","1","1","1","2","0.707004","0.372518"
"3","3","1","3","1","1","1","3","0.935177","0.393424"
"3","3","1","3","1","1","2","1","0.656936","0.254585"
"3","3","1","3","1","1","2","2","0.707004","0.405549"
"3","3","1","3","1","1","2","3","0.935177","0.463061"
"3","3","1","3","1","2","1","1","0.618243","0.226672"
"3","3","1","3","1","2","1","2","0.674617","0.372518"
"3","3","1","3","1","2","1","3","0.931854","0.393424"
"3","3","1","3","1","2","2","1","0.618243","0.254585"
"3","3","1","3","1","2","2","2","0.674617","0.405549"
"3","3","1","3","1","2","2","3","0.931854","0.463061"
"3","3","1","3","2","1","1","1","0.711967","0.226284"
"3","3","1","3","2","1","1","2","0.766589","0.363975"
"3","3","1","3","2","1","1","3","0.937723","0.391083"
"3","3","1","3","2","1","2","1","0.711967","0.263994"
"3","3","1","3","2","1","2","2","0.766589","0.40629"
"3","3","1","3","2","1","2","3","0.937723","0.461056"
"3","3","1","3","2","2","1","1","0.68032","0.226284"
"3","3","1","3","2","2","1","2","0.741712","0.363975"
"3","3","1","3","2","2","1","3","0.934437","0.391083"
"3","3","1","3","2","2","2","1","0.68032","0.263994"
"3","3","1","3","2","2","2","2","0.741712","0.40629"
"3","3","1","3","2","2","2","3","0.934437","0.461056"
"3","3","1","4","1","1","1","1","0.690381","0.226406"
"3","3","1","4","1","1","1","2","0.743731","0.367254"
"3","3","1","4","1","1","1","3","0.937401","0.391888"
"3","3","1","4","1","1","2","1","0.690381","0.260299"
"3","3","1","4","1","1","2","2","0.743731","0.406053"
"3","3","1","4","1","1","2","3","0.937401","0.461851"
"3","3","1","4","1","2","1","1","0.655992","0.226406"
"3","3","1","4","1","2","1","2","0.716013","0.367254"
"3","3","1","4","1","2","1","3","0.934254","0.391888"
"3","3","1","4","1","2","2","1","0.655992","0.260299"
"3","3","1","4","1","2","2","2","0.716013","0.406053"
"3","3","1","4","1","2","2","3","0.934254","0.461851"
"3","3","1","4","2","1","1","1","0.699399","0.226399"
"3","3","1","4","2","1","1","2","0.754304","0.365734"
"3","3","1","4","2","1","1","3","0.936901","0.391422"
"3","3","1","4","2","1","2","1","0.699399","0.261849"
"3","3","1","4","2","1","2","2","0.754304","0.406096"
"3","3","1","4","2","1","2","3","0.936901","0.46126"
"3","3","1","4","2","2","1","1","0.666123","0.226399"
"3","3","1","4","2","2","1","2","0.727844","0.365734"
"3","3","1","4","2","2","1","3","0.933486","0.391422"
"3","3","1","4","2","2","2","1","0.666123","0.261849"
"3","3","1","4","2","2","2","2","0.727844","0.406096"
"3","3","1","4","2","2","2","3","0.933486","0.46126"
"3","3","2","1","1","1","1","1","0.523232","0.227867"
"3","3","2","1","1","1","1","2","0.526085","0.398438"
"3","3","2","1","1","1","1","3","0.734254","0.499434"
"3","3","2","1","1","1","2","1","0.523232","0.231762"
"3","3","2","1","1","1","2","2","0.526085","0.402802"
"3","3","2","1","1","1","2","3","0.734254","0.537588"
"3","3","2","1","1","2","1","1","0.467245","0.227867"
"3","3","2","1","1","2","1","2","0.470471","0.398438"
"3","3","2","1","1","2","1","3","0.70588","0.499434"
"3","3","2","1","1","2","2","1","0.467245","0.231762"
"3","3","2","1","1","2","2","2","0.470471","0.402802"
"3","3","2","1","1","2","2","3","0.70588","0.537588"
"3","3","2","1","2","1","1","1","0.523232","0.227867"
"3","3","2","1","2","1","1","2","0.526085","0.398438"
"3","3","2","1","2","1","1","3","0.734254","0.499434"
"3","3","2","1","2","1","2","1","0.523232","0.231762"
"3","3","2","1","2","1","2","2","0.526085","0.402802"
"3","3","2","1","2","1","2","3","0.734254","0.537588"
"3","3","2","1","2","2","1","1","0.467245","0.227867"
"3","3","2","1","2","2","1","2","0.470471","0.398438"
"3","3","2","1","2","2","1","3","0.70588","0.499434"
"3","3","2","1","2","2","2","1","0.467245","0.231762"
"3","3","2","1","2","2","2","2","0.470471","0.402802"
"3","3","2","1","2","2","2","3","0.70588","0.537588"
"3","3","2","2","1","1","1","1","0.523232","0.227867"
"3","3","2","2","1","1","1","2","0.526085","0.398438"
"3","3","2","2","1","1","1","3","0.734254","0.499435"
"3","3","2","2","1","1","2","1","0.523232","0.231762"
"3","3","2","2","1","1","2","2","0.526085","0.402802"
"3","3","2","2","1","1","2","3","0.734254","0.537589"
"3","3","2","2","1","2","1","1","0.467245","0.227867"
"3","3","2","2","1","2","1","2","0.470471","0.398438"
"3","3","2","2","1","2","1","3","0.70588","0.499435"
"3","3","2","2","1","2","2","1","0.467245","0.231762"
"3","3","2","2","1","2","2","2","0.470471","0.402802"
"3","3","2","2","1","2","2","3","0.70588","0.537589"
"3","3","2","2","2","1","1","1","0.527431","0.22782"
"3","3","2","2","2","1","1","2","0.532358","0.39754"
"3","3","2","2","2","1","1","3","0.794869","0.468785"
"3","3","2","2","2","1","2","1","0.527431","0.232478"
"3","3","2","2","2","1","2","2","0.532358","0.402916"
"3","3","2","2","2","1","2","3","0.794869","0.516522"
"3","3","2","2","2","2","1","1","0.471993","0.22782"
"3","3","2","2","2","2","1","2","0.477565","0.39754"
"3","3","2","2","2","2","1","3","0.774427","0.468785"
"3","3","2","2","2","2","2","1","0.471993","0.232478"
"3","3","2","2","2","2","2","2","0.477565","0.402916"
"3","3","2","2","2","2","2","3","0.774427","0.516522"
"3","3","2","3","1","1","1","1","0.523232","0.227867"
"3","3","2","3","1","1","1","2","0.526085","0.398438"
"3","3","2","3","1","1","1","3","0.734254","0.499434"
"3","3","2","3","1","1","2","1","0.523232","0.231762"
"3","3","2","3","1","1","2","2","0.526085","0.402802"
"3","3","2","3","1","1","2","3","0.734254","0.537588"
"3","3","2","3","1","2","1","1","0.467245","0.227867"
"3","3","2","3","1","2","1","2","0.470471","0.398438"
"3","3","2","3","1","2","1","3","0.70588","0.499434"
"3","3","2","3","1","2","2","1","0.467245","0.231762"
"3","3","2","3","1","2","2","2","0.470471","0.402802"
"3","3","2","3","1","2","2","3","0.70588","0.537588"
"3","3","2","3","2","1","1","1","0.544366","0.227633"
"3","3","2","3","2","1","1","2","0.557041","0.394007"
"3","3","2","3","2","1","1","3","0.880341","0.425567"
"3","3","2","3","2","1","2","1","0.544366","0.235363"
"3","3","2","3","2","1","2","2","0.55704","0.403363"
"3","3","2","3","2","1","2","3","0.880341","0.486816"
"3","3","2","3","2","2","1","1","0.491144","0.227633"
"3","3","2","3","2","2","1","2","0.505477","0.394007"
"3","3","2","3","2","2","1","3","0.871083","0.425567"
"3","3","2","3","2","2","2","1","0.491144","0.235363"
"3","3","2","3","2","2","2","2","0.505477","0.403363"
"3","3","2","3","2","2","2","3","0.871083","0.486816"
"3","3","2","4","1","1","1","1","0.5308","0.227783"
"3","3","2","4","1","1","1","2","0.537347","0.396826"
"3","3","2","4","1","1","1","3","0.82406","0.454025"
"3","3","2","4","1","1","2","1","0.5308","0.233052"
"3","3","2","4","1","1","2","2","0.537347","0.403006"
"3","3","2","4","1","1","2","3","0.82406","0.506377"
"3","3","2","4","1","2","1","1","0.475803","0.227783"
"3","3","2","4","1","2","1","2","0.483207","0.396826"
"3","3","2","4","1","2","1","3","0.807438","0.454025"
"3","3","2","4","1","2","2","1","0.475803","0.233052"
"3","3","2","4","1","2","2","2","0.483207","0.403006"
"3","3","2","4","1","2","2","3","0.807438","0.506377"
"3","3","2","4","2","1","1","1","0.544366","0.227633"
"3","3","2","4","2","1","1","2","0.55704","0.394007"
"3","3","2","4","2","1","1","3","0.880341","0.425567"
"3","3","2","4","2","1","2","1","0.544366","0.235363"
"3","3","2","4","2","1","2","2","0.55704","0.403363"
"3","3","2","4","2","1","2","3","0.880341","0.486816"
"3","3","2","4","2","2","1","1","0.491144","0.227633"
"3","3","2","4","2","2","1","2","0.505477","0.394007"
"3","3","2","4","2","2","1","3","0.871083","0.425567"
"3","3","2","4","2","2","2","1","0.491144","0.235363"
"3","3","2","4","2","2","2","2","0.505477","0.403363"
"3","3","2","4","2","2","2","3","0.871083","0.486816"
"Leaving Netica.","","","","","","","","",""
"","","","","","","","","",""